Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21
BehaviorSpace results (NetLogo 6.3.0);;;;;;;;;;;;;;;;;;;;
TP.nlogo;;;;;;;;;;;;;;;;;;;;
experiment1H4;;;;;;;;;;;;;;;;;;;;
10/22/2023 22:18:44:063 +0100;;;;;;;;;;;;;;;;;;;;
min-pxcor;max-pxcor;min-pycor;max-pycor;;;;;;;;;;;;;;;;;
0;32;0;32;;;;;;;;;;;;;;;;;
[run number];energia_castanha;Numero_Hipopotamos;Numero_Catos;Modelo;descanso_duracao;energia_animais;Energia_perdida_combate;MostraEnergia;Numero_Oasis;Celula_Azul;energia_vermelho;Grande_Porte;Pequeno_Porte;Numero_Leoes;Numero_Hienas;[step];count hienas;tickhienas;count leoes;tickleoes
12;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
3;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
8;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
2;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;690;0;690;0;690
13;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;560;0;560;0;560
7;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;555;0;555;0;555
1;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;560;0;560;0;560
6;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;600;0;600;0;600
9;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;480;0;480;0;480
10;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;590;0;590;0;590
17;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;565;0;565;0;565
14;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;651;0;651;0;651
15;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;690;0;690;0;690
16;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;600;0;600;0;600
23;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;2;0
18;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;550;0;550;0;550
4;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
11;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;461;0;461;0;461
25;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;470;0;470;0;470
19;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
20;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;460;0;460;0;460
27;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;535;0;535;0;535
5;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;595;0;595;0;595
24;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;750;0;750;0;750
26;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
34;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
21;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;625;0;625;0;625
31;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;600;0;600;0;600
22;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;715;0;715;0;715
37;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;525;0;525;0;525
38;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;475;0;475;0;475
36;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;525;0;525;0;525
32;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;635;0;635;0;635
28;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
29;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;430;0;430;0;430
33;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;500;0;500;0;500
40;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;655;0;655;0;655
43;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
44;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;525;0;525;0;525
42;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;759;0;759;0;759
39;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;477;0;477;0;477
45;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;500;0;500;0;500
46;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;600;0;600;0;600
51;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;550;0;550;0;550
41;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
50;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
35;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;620;0;620;0;620
49;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;705;0;705;0;705
52;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;490;0;490;0;490
53;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;565;0;565;0;565
30;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
54;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;525;0;525;0;525
57;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;565;0;565;0;565
61;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;2;0
47;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;590;0;590;0;590
59;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;405;0;405;0;405
58;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;505;0;505;0;505
48;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
55;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;660;0;660;0;660
65;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;380;0;380;0;380
56;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;590;0;590;0;590
60;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;775;0;775;0;775
63;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;655;0;655;0;655
69;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;580;0;580;0;580
66;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;883;0;883;0;883
72;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;485;0;485;0;485
62;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
67;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;505;0;505;0;505
64;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;790;0;790;0;790
68;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;675;0;675;0;675
76;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;525;0;525;0;525
71;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;635;0;635;0;635
75;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;500;0;500;0;500
79;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;600;0;600;0;600
73;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;555;0;555;0;555
74;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;606;0;606;0;606
78;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;710;0;710;0;710
77;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
83;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;660;0;660;0;660
84;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;525;0;525;0;525
88;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;515;0;515;0;515
86;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;609;0;609;0;609
82;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;600;0;600;0;600
90;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;540;0;540;0;540
91;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;425;0;425;0;425
81;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;625;0;625;0;625
70;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;560;0;560;0;560
87;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
85;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;525;0;525;0;525
89;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;740;0;740;0;740
97;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;425;0;425;0;425
94;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;625;0;625;0;625
98;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;495;0;495;0;495
93;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
96;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
99;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;575;0;575;0;575
80;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
100;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
95;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
92;25;3;15;Modelo_Base;5;100;0.5;true;3;5;25;7;10;50;0;1000;0;1000;1;0
;;;;;;;;;;;;;;;;;0;679,81;0,26;439,81
